UBIGEO,DE_DEPARTAMENTO,DE_PROVINCIA,DE_DISTRITO,PERSONAS_HOGAR,BONO_COBRADO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
110207,ICA,CHINCHA,'PUEBLO NUEVO',2,NO
220510,'SAN MARTIN',LAMAS,TABALOSOS,1.568698,NO
150101,LIMA,LIMA,LIMA,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
200101,PIURA,PIURA,PIURA,1,NO
40103,AREQUIPA,AREQUIPA,CAYMA,1,NO
150128,LIMA,LIMA,RIMAC,1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
170204,'MADRE DE DIOS',MANU,HUEPETUHE,1.126081,NO
40103,AREQUIPA,AREQUIPA,CAYMA,1.938853,NO
211101,PUNO,'SAN ROMAN',JULIACA,2,NO
230102.071482,TACNA,TACNA,'ALTO DE LA ALIANZA',1.788767,NO
200104,PIURA,PIURA,CASTILLA,1.853093,NO
130402,'LA LIBERTAD',CHEPEN,PACANGA,1.99598,NO
130401.674496,'LA LIBERTAD',CHEPEN,PACANGA,2.956546,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',2.585932,NO
150105,LIMA,LIMA,BREÑA,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',4,NO
160200.6163,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
200704.879666,PIURA,TALARA,PARIÑAS,2.953938,NO
150110,LIMA,LIMA,COMAS,2,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
120902.931839,JUNIN,CHUPACA,CHUPACA,2,NO
211002,PUNO,'SAN ROMAN',JULIACA,1,NO
150101,LIMA,LIMA,LIMA,3,NO
150103,LIMA,LIMA,ATE,1,NO
50402.39999,AYACUCHO,HUANTA,HUANTA,1,NO
150110,LIMA,LIMA,COMAS,1,NO
160112,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1.667004,NO
160112.556612,LORETO,MAYNAS,'SAN JUAN BAUTISTA',2.095624,NO
120107,JUNIN,HUANCAYO,CHILCA,3.033736,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,NO
150810,LIMA,HUAURA,HUALMAY,1.069894,NO
150112.106082,LIMA,LIMA,'JESUS MARIA',4.355926,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,NO
20209.341206,ANCASH,HUARAZ,INDEPENDENCIA,1.470999,NO
21185.273232,ANCASH,CASMA,YAUTAN,2.87991,NO
150128,LIMA,LIMA,RIMAC,1.843317,NO
150116,LIMA,LIMA,LINCE,1,NO
210101,PUNO,PUNO,PUNO,1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',3,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
110207,ICA,CHINCHA,'PUEBLO NUEVO',1.103461,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150105,LIMA,LIMA,BREÑA,1,NO
150110,LIMA,LIMA,COMAS,3,NO
120107,JUNIN,HUANCAYO,CHILCA,1,NO
100101,HUANUCO,HUANUCO,HUANUCO,1,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',2,NO
70106,CALLAO,CALLAO,VENTANILLA,1,NO
150113,LIMA,LIMA,'JESUS MARIA',2,NO
70101.117107,CALLAO,CALLAO,CALLAO,3.966069,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150105,LIMA,LIMA,BREÑA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
130812.168769,'LA LIBERTAD',PACASMAYO,GUADALUPE,1,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,1.104351,NO
130103,'LA LIBERTAD',TRUJILLO,'FLORENCIA DE MORA',1.975258,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,NO
230101,TACNA,TACNA,TACNA,1,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
211104.662187,PUNO,'SAN ROMAN',JULIACA,2.753751,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,4.990041,NO
20101,ANCASH,HUARAZ,INDEPENDENCIA,1.155899,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',2,NO
150203.195929,LIMA,BARRANCA,PARAMONGA,1.262486,NO
120901.273265,JUNIN,CHUPACA,CHUPACA,2.490941,NO
150103,LIMA,LIMA,ATE,1,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1,NO
50101,AYACUCHO,HUAMANGA,AYACUCHO,1.278725,NO
80372.67025,CUSCO,ANTA,WANCHAQ,1.307384,NO
100101,HUANUCO,HUANUCO,HUANUCO,1,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1.998346,NO
140112.19231,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
110201,ICA,CHINCHA,'CHINCHA ALTA',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1.954123,NO
150501,LIMA,CAÑETE,'SAN VICENTE DE CAÑETE',1,NO
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',4,NO
60801,CAJAMARCA,JAEN,JAEN,1,NO
150105,LIMA,LIMA,CARABAYLLO,2.922227,NO
70102,CALLAO,CALLAO,BELLAVISTA,1,NO
200110,PIURA,PIURA,'LA UNION',2,NO
150101,LIMA,LIMA,LIMA,2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150101,LIMA,LIMA,LIMA,1,NO
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',1,NO
40101,AREQUIPA,AREQUIPA,AREQUIPA,1,NO
150103,LIMA,LIMA,ATE,1,NO
150113,LIMA,LIMA,'JESUS MARIA',2,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,NO
120114,JUNIN,HUANCAYO,'EL TAMBO',2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
21808.001047,ANCASH,SANTA,'NUEVO CHIMBOTE',1,NO
120403.855941,JUNIN,JAUJA,JAUJA,1.025967,NO
130204.584918,'LA LIBERTAD',ASCOPE,CHICAMA,1.962433,NO
150605,LIMA,HUARAL,CHANCAY,1,NO
60974.91464,CAJAMARCA,JAEN,JAEN,2,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
150108,LIMA,LIMA,CHORRILLOS,2,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
70103.829322,CALLAO,CALLAO,'LA PERLA',2,NO
150137,LIMA,LIMA,'SANTA ANITA',1,NO
250107,UCAYALI,'CORONEL PORTILLO',YARINACOCHA,2.353045,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
200801.177588,PIURA,SECHURA,VICE,2,NO
150120,LIMA,LIMA,'MAGDALENA DEL MAR',2,NO
150101,LIMA,LIMA,LIMA,1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
220506.711161,'SAN MARTIN',LAMAS,TABALOSOS,1.456678,NO
150141,LIMA,LIMA,SURQUILLO,2.016967,NO
80104.143992,CUSCO,CUSCO,'SAN SEBASTIAN',1.964415,NO
40124.140422,AREQUIPA,AREQUIPA,SOCABAYA,1.084152,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
150110,LIMA,LIMA,COMAS,1,NO
110106,ICA,ICA,PARCONA,1.130372,NO
20105,ANCASH,HUARAZ,INDEPENDENCIA,1,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
130111,'LA LIBERTAD',TRUJILLO,'VICTOR LARCO HERRERA',2,NO
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1,NO
150108,LIMA,LIMA,CHORRILLOS,2,NO
110206.075536,ICA,CHINCHA,'PUEBLO NUEVO',1.614007,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
110106,ICA,ICA,PARCONA,2.002474,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
200701,PIURA,TALARA,PARIÑAS,2.194463,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
150101,LIMA,LIMA,LIMA,3,NO
190104.051965,PASCO,PASCO,OXAPAMPA,2,NO
140112.316562,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',4,NO
200401,PIURA,MORROPON,CHULUCANAS,1.489161,NO
60801,CAJAMARCA,JAEN,JAEN,2,NO
150141,LIMA,LIMA,SURQUILLO,1,NO
150101,LIMA,LIMA,LIMA,1,NO
190190.756513,PASCO,PASCO,OXAPAMPA,1.140774,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
100101,HUANUCO,HUANUCO,HUANUCO,1,NO
70102,CALLAO,CALLAO,BELLAVISTA,2,NO
80108,CUSCO,CUSCO,SANTIAGO,1,NO
120101,JUNIN,HUANCAYO,HUANCAYO,2,NO
250228.952196,UCAYALI,'CORONEL PORTILLO',MANANTAY,1,NO
150201,LIMA,BARRANCA,BARRANCA,1,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
150141,LIMA,LIMA,SURQUILLO,1,NO
110206.685859,ICA,CHINCHA,'PUEBLO NUEVO',1,NO
211002,PUNO,'SAN ROMAN',JULIACA,1,NO
150110,LIMA,LIMA,COMAS,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
70103.989072,CALLAO,CALLAO,'LA PERLA',1,NO
70106,CALLAO,CALLAO,VENTANILLA,1,NO
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',1.229936,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
150112,LIMA,LIMA,INDEPENDENCIA,2,NO
220805.487281,'SAN MARTIN',RIOJA,TARAPOTO,1.057095,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',3.030352,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',3,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
150115,LIMA,LIMA,'LA VICTORIA',2,NO
200604.254689,PIURA,SULLANA,BELLAVISTA,2.258138,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
150111,LIMA,LIMA,'EL AGUSTINO',2,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
80105,CUSCO,CUSCO,'SAN SEBASTIAN',1,NO
130702,'LA LIBERTAD',PACASMAYO,GUADALUPE,1.005311,NO
150134,LIMA,LIMA,'SAN LUIS',3,NO
150601,LIMA,HUARAL,HUARAL,1,NO
210501,PUNO,'EL COLLAO',ILAVE,2.400225,NO
150135.99886,LIMA,LIMA,'SAN MIGUEL',4.70369,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,NO
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,NO
150131,LIMA,LIMA,'SAN ISIDRO',1.556212,NO
160236.939668,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
150103,LIMA,LIMA,ATE,3.738813,NO
120107,JUNIN,HUANCAYO,CHILCA,2,NO
150107,LIMA,LIMA,CARABAYLLO,1.009472,NO
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',1.175606,NO
150134,LIMA,LIMA,'SAN LUIS',1,NO
60949.38764,CAJAMARCA,JAEN,JAEN,2.853092,NO
110101,ICA,ICA,ICA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,3,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
150141,LIMA,LIMA,SURQUILLO,1,NO
70103.501853,CALLAO,CALLAO,'LA PERLA',2,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',3.083249,NO
120210.04891,JUNIN,HUANCAYO,SICAYA,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',5.610039,NO
20101,ANCASH,HUARAZ,INDEPENDENCIA,1,NO
150601,LIMA,HUARAL,HUARAL,1,NO
110304.764204,ICA,CHINCHA,'PUEBLO NUEVO',1.023607,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
150101,LIMA,LIMA,LIMA,2,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
150110,LIMA,LIMA,COMAS,1,NO
150103,LIMA,LIMA,ATE,1,NO
210730.748169,PUNO,LAMPA,AYAVIRI,1.844384,NO
140114,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
80101,CUSCO,CUSCO,CUSCO,1.850757,NO
130206.000622,'LA LIBERTAD',ASCOPE,'SANTIAGO DE CAO',2,NO
150111,LIMA,LIMA,'EL AGUSTINO',1,NO
110106,ICA,ICA,PARCONA,1.151265,NO
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
150509,LIMA,CAÑETE,MALA,1.670306,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
40122,AREQUIPA,AREQUIPA,SOCABAYA,1.000138,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1,NO
150103,LIMA,LIMA,ATE,1,NO
80104.243569,CUSCO,CUSCO,'SAN SEBASTIAN',1.979408,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1.847727,NO
240101,TUMBES,TUMBES,TUMBES,1.129268,NO
120135.0096,JUNIN,HUANCAYO,SICAYA,1.43271,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
131201,'LA LIBERTAD',VIRU,VIRU,1.990475,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
150104,LIMA,LIMA,BARRANCO,1,NO
210401.834452,PUNO,'EL COLLAO',ILAVE,1,NO
150120,LIMA,LIMA,'MAGDALENA DEL MAR',2,NO
150115,LIMA,LIMA,'LA VICTORIA',2,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
150137,LIMA,LIMA,'SANTA ANITA',2,NO
150108,LIMA,LIMA,CHORRILLOS,2,NO
40123.995199,AREQUIPA,AREQUIPA,SOCABAYA,1,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',3.038536,NO
150605,LIMA,HUARAL,CHANCAY,1,NO
150108,LIMA,LIMA,CHORRILLOS,3,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
200401,PIURA,MORROPON,CHULUCANAS,2,NO
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150105,LIMA,LIMA,BREÑA,1,NO
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,NO
150106,LIMA,LIMA,CARABAYLLO,2.859116,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1.968433,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
120301.935218,JUNIN,CHANCHAMAYO,'SAN RAMON',1.03542,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
250101,UCAYALI,'CORONEL PORTILLO',CALLERIA,3.510709,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
220101.315356,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,1.259868,NO
130103.817938,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',3,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',4.151842,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
150201,LIMA,BARRANCA,BARRANCA,1,NO
150110,LIMA,LIMA,COMAS,1,NO
150122,LIMA,LIMA,MIRAFLORES,1.50356,NO
240245.175677,TUMBES,TUMBES,TUMBES,2.043566,NO
150137,LIMA,LIMA,'SANTA ANITA',1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,4.116763,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
140119.994864,LAMBAYEQUE,CHICLAYO,TUMAN,1,NO
70106,CALLAO,CALLAO,VENTANILLA,2,NO
150117,LIMA,LIMA,'LOS OLIVOS',3,NO
100913.61274,HUANUCO,'LEONCIO PRADO',RUPA-RUPA,1,NO
150202.542996,LIMA,BARRANCA,PARAMONGA,1.999837,NO
150801,LIMA,HUAURA,HUACHO,2,NO
120301.089721,JUNIN,CHANCHAMAYO,'SAN RAMON',1.907062,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
120114,JUNIN,HUANCAYO,'EL TAMBO',2,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',2,NO
150104,LIMA,LIMA,BARRANCO,1,NO
150137,LIMA,LIMA,'SANTA ANITA',2,NO
40103,AREQUIPA,AREQUIPA,CAYMA,1,NO
100601,HUANUCO,'LEONCIO PRADO',RUPA-RUPA,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150106,LIMA,LIMA,CARABAYLLO,2.723576,NO
150101,LIMA,LIMA,LIMA,1,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,3.858515,NO
120107,JUNIN,HUANCAYO,CHILCA,2,NO
150504.299784,LIMA,CAÑETE,'CERRO AZUL',2.271601,NO
150141,LIMA,LIMA,SURQUILLO,4,NO
150110,LIMA,LIMA,COMAS,2,NO
110201,ICA,CHINCHA,'CHINCHA ALTA',2.884021,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',1,NO
250105,UCAYALI,'CORONEL PORTILLO',YARINACOCHA,2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
130105.21091,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',3.041546,NO
200701,PIURA,TALARA,PARIÑAS,2.92064,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,NO
110102.14423,ICA,ICA,ICA,1,NO
110101,ICA,ICA,ICA,1.864566,NO
230108.575495,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
130103,'LA LIBERTAD',TRUJILLO,'FLORENCIA DE MORA',2.164455,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',1,NO
250106.771331,UCAYALI,'CORONEL PORTILLO',YARINACOCHA,1,NO
150201,LIMA,BARRANCA,BARRANCA,1,NO
40107,AREQUIPA,AREQUIPA,'JACOBO HUNTER',1,NO
150110,LIMA,LIMA,COMAS,2,NO
150103,LIMA,LIMA,ATE,1,NO
150141,LIMA,LIMA,SURQUILLO,1,NO
150108,LIMA,LIMA,CHORRILLOS,3,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
150101,LIMA,LIMA,LIMA,2,NO
130401.912175,'LA LIBERTAD',CHEPEN,PACANGA,1,NO
120901.844943,JUNIN,CHUPACA,CHUPACA,1.934068,NO
240104.991708,TUMBES,TUMBES,TUMBES,3,NO
110106,ICA,ICA,PARCONA,1.995672,NO
140116.181696,LAMBAYEQUE,CHICLAYO,CAYALTI,1,NO
40128.748858,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',1.105301,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
150128,LIMA,LIMA,RIMAC,1,NO
150111,LIMA,LIMA,'EL AGUSTINO',2,NO
40126,AREQUIPA,AREQUIPA,YANAHUARA,1.082817,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',3.089501,NO
150118,LIMA,LIMA,LURIGANCHO,1,NO
160101,LORETO,MAYNAS,IQUITOS,1,NO
220102.217973,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',3,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
200104.011326,PIURA,PIURA,CASTILLA,1.892337,NO
130206.935092,'LA LIBERTAD',ASCOPE,'SANTIAGO DE CAO',2.818377,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
20101,ANCASH,HUARAZ,INDEPENDENCIA,1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
140106,LAMBAYEQUE,CHICLAYO,'LA VICTORIA',1.334468,NO
60801,CAJAMARCA,JAEN,JAEN,1,NO
21801,ANCASH,SANTA,CHIMBOTE,4.181591,NO
110101,ICA,ICA,ICA,2.759825,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1,NO
120901.799396,JUNIN,CHUPACA,CHUPACA,1.393204,NO
230101,TACNA,TACNA,TACNA,2,NO
40101,AREQUIPA,AREQUIPA,AREQUIPA,1,NO
220901,'SAN MARTIN','SAN MARTIN',TARAPOTO,1,NO
90417.046237,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1.128525,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
150113,LIMA,LIMA,'JESUS MARIA',1,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
150913.525522,LIMA,HUAURA,'SANTA MARIA',1,NO
40103,AREQUIPA,AREQUIPA,CAYMA,1.956893,NO
150103,LIMA,LIMA,ATE,1,NO
60701.305664,CAJAMARCA,JAEN,JAEN,2,NO
150124.609865,LIMA,LIMA,'PUENTE PIEDRA',1,NO
150103,LIMA,LIMA,ATE,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,NO
200701,PIURA,TALARA,PARIÑAS,2.087587,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
40101,AREQUIPA,AREQUIPA,AREQUIPA,1,NO
150112,LIMA,LIMA,INDEPENDENCIA,2.999996,NO
70101,CALLAO,CALLAO,CALLAO,3,NO
150110,LIMA,LIMA,COMAS,1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
110304.774583,ICA,CHINCHA,'PUEBLO NUEVO',1.000663,NO
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1.946688,NO
10204.951905,AMAZONAS,BAGUA,BAGUA,1,NO
140119.999198,LAMBAYEQUE,CHICLAYO,TUMAN,1,NO
150101.930575,LIMA,LIMA,LIMA,1,NO
150110,LIMA,LIMA,COMAS,1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',2,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
200403.693533,PIURA,MORROPON,CHULUCANAS,2,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
120208.017777,JUNIN,HUANCAYO,SICAYA,3.070344,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
150504.866878,LIMA,CAÑETE,'CERRO AZUL',2,NO
40103,AREQUIPA,AREQUIPA,CAYMA,1,NO
150141,LIMA,LIMA,SURQUILLO,1,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1.736905,NO
130703.041981,'LA LIBERTAD',PACASMAYO,GUADALUPE,1.000076,NO
120114,JUNIN,HUANCAYO,'EL TAMBO',2,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
150101,LIMA,LIMA,LIMA,1,NO
50323.514105,AYACUCHO,HUANTA,HUANTA,1,NO
210817.112249,PUNO,LAMPA,AYAVIRI,1.122305,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',2,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
150114,LIMA,LIMA,'LA MOLINA',2,NO
150513.6561,LIMA,CAÑETE,MALA,1,NO
150109.274819,LIMA,LIMA,COMAS,1,NO
250105,UCAYALI,'CORONEL PORTILLO',YARINACOCHA,2.89632,NO
40202.014095,AREQUIPA,CAMANA,'NICOLAS DE PIEROLA',1,NO
140119.248006,LAMBAYEQUE,CHICLAYO,TUMAN,1,NO
150131,LIMA,LIMA,'SAN ISIDRO',1,NO
130106.002409,'LA LIBERTAD',TRUJILLO,LAREDO,1.593011,NO
150101,LIMA,LIMA,LIMA,1,NO
